node,spec_rate
Node54,0.2205302200125554
Node55,0.13390743469748378
Coturnix_ypsilophora,0.0788597902721663
Coturnix_chinensis,0.07605592510565806
Node56,0.19384882270750506
Node57,0.1442460981761272
Node58,0.09986536231512357
Coturnix_coturnix,0.0636176972767395
Coturnix_japonica,0.07015378549340237
Coturnix_pectoralis,0.09499477377259423
Margaroperdix_madagascariensis,0.08457232618765384
Node59,0.37379711114959135
Node60,0.26827203477732126
Node61,0.2045060294794958
Node62,0.1947553992434026
Alectoris_rufa,0.14683176465500092
Node63,0.30645610133583046
Node64,0.25257870634440754
Node65,0.20080019582225478
Alectoris_philbyi,0.11744388639392982
Alectoris_magna,0.17439115581327366
Alectoris_graeca,0.13061988276662626
Alectoris_chukar,0.16085093544309823
Node66,0.170039785121378
Alectoris_barbara,0.09949659061162004
Alectoris_melanocephala,0.10414825387280027
Node67,0.13403349300751072
Ammoperdix_heyi,0.07605793270514818
Perdicula_asiatica,0.07982978082658229
Node68,0.3241291305539158
Node69,0.177251260528036
Node70,0.18647310006715878
Tetraogallus_himalayensis,0.11474994684668949
Node71,0.12861555750920786
Tetraogallus_altaicus,0.08714351391500394
Tetraogallus_caspius,0.11155938184561313
Tetraogallus_tibetanus,0.10706772255196946
Node72,0.25823793470537937
Node73,0.24813621087261487
Node74,0.38801765503030666
Node75,0.4772065474600012
Node76,0.24198171667014348
Francolinus_squamatus,0.1603393716947738
Francolinus_bicalcaratus,0.18740348295352663
Node77,0.4152976611520395
Francolinus_griseostriatus,0.21211621290418065
Node78,0.38253946387771554
Node79,0.26753403732978365
Francolinus_hildebrandti,0.15453635182549275
Francolinus_natalensis,0.1884079303950534
Node80,0.3010536984400009
Francolinus_capensis,0.19279240858663266
Francolinus_adspersus,0.16649471319312611
Node81,0.31625966580972115
Node82,0.23479847485443028
Francolinus_swainsonii,0.15621440765679534
Francolinus_leucoscepus,0.13833096257559468
Francolinus_afer,0.17899148086197753
Node83,0.2110557627439142
Francolinus_castaneicollis,0.10461974603860735
Francolinus_erckelii,0.10583192225838138
Francolinus_hartlaubi,0.12329372464492397
Node84,0.44832295152888557
Node85,0.3549865180312477
Node86,0.3791628376486029
Node87,0.34827797426850177
Node88,0.29468064499707125
Node89,0.20748154845803793
Francolinus_finschi,0.12841724772626587
Node90,0.23778594151093177
Francolinus_shelleyi,0.15165148635763634
Node91,0.208134697652996
Node92,0.20404135243374708
Francolinus_levaillantii,0.10321315876913795
Francolinus_levaillantoides,0.11291247793689574
Francolinus_africanus,0.16451036841805022
Node93,0.26594099028545426
Node94,0.1810369910814609
Gallus_sonneratii,0.1304848374727175
Node95,0.1917646555266849
Node96,0.14227661602773373
Gallus_varius,0.0878866287778359
Gallus_gallus,0.10366347858162012
Gallus_lafayetii,0.09578951393278774
Node97,0.14691739349593377
Bambusicola_thoracicus,0.09044719965801228
Bambusicola_fytchii,0.09373629243855365
Node98,0.24861979039521798
Node99,0.14120088879368542
Francolinus_coqui,0.0783651756825686
Francolinus_lathami,0.0713350449413819
Node100,0.18637603686183987
Node101,0.14490825213629424
Node102,0.09753313289473757
Francolinus_pondicerianus,0.06567038567284739
Francolinus_gularis,0.062212373714779425
Francolinus_sephaena,0.0748239077275343
Node103,0.11711338717451376
Francolinus_pintadeanus,0.07468858380343375
Francolinus_francolinus,0.07007696253032852
Node104,0.22424811046270846
Haematortyx_sanguiniceps,0.11122759023510151
Node105,0.2564541619526965
Node106,0.2793920099261325
Node107,0.21545957461004178
Polyplectron_malacense,0.13066493698549397
Polyplectron_schleiermacheri,0.11172697265964077
Node108,0.2947334847446207
Node109,0.36380114057772667
Polyplectron_germaini,0.17202704016235998
Node110,0.294920168500987
Node111,0.2764087399697649
Polyplectron_bicalcaratum,0.18230983475061735
Polyplectron_chalcurum,0.16323207457774871
Polyplectron_inopinatum,0.20284895523810917
Polyplectron_katsumatae,0.22649635843582813
Node112,0.15640383467193902
Galloperdix_lunulata,0.0868585500763183
Polyplectron_napoleonis,0.08045180610614854
Node113,0.15770359184794042
Node114,0.11659604572583872
Pavo_muticus,0.07376263771035003
Pavo_cristatus,0.07817679603085989
Afropavo_congensis,0.08548822523670223
Node115,0.31223677799844096
Node116,0.39521422165985565
Node117,0.2632383005281065
Node118,0.18140742266725693
Node119,0.124827005087005
Tragopan_caboti,0.08752633549820035
Tragopan_temminckii,0.09646626905331777
Node120,0.12362939414512454
Tragopan_satyra,0.08787586712425424
Tragopan_blythii,0.09477422848242113
Node121,0.18464207955438855
Node122,0.1630185234585468
Node123,0.11401338618809392
Lophophorus_impejanus,0.0822092700539137
Lophophorus_sclateri,0.06379902447021173
Lophophorus_lhuysii,0.08848625974408152
Node124,0.12868993694103
Tetraophasis_szechenyii,0.0672591438397178
Tetraophasis_obscurus,0.07045353552684785
Node125,0.43590328922838967
Node126,0.31859045061243296
Node127,0.3144507172974349
Node128,0.16049580997063143
Node129,0.1539609267222736
Perdix_dauurica,0.0872253199297116
Perdix_perdix,0.10246373116898656
Perdix_hodgsoniae,0.10131681124118089
Node130,0.3332228194946201
Node131,0.27258296059470066
Syrmaticus_reevesii,0.13800908680826732
Node132,0.24200813379978048
Syrmaticus_soemmerringii,0.10080321826888572
Node133,0.2164689012323279
Syrmaticus_mikado,0.12647919880766514
Node134,0.1250775789236997
Syrmaticus_humiae,0.10823797767503938
Syrmaticus_ellioti,0.09863096426187228
Node135,0.3576044495473042
Node136,0.22066538829712107
Phasianus_colchicus,0.11558554537871288
Phasianus_versicolor,0.1251721787595994
Node137,0.43329419012069753
Node138,0.4678047758800658
Node139,0.3098153897724988
Node140,0.25209321371520194
Crossoptilon_auritum,0.13933621645889982
Crossoptilon_mantchuricum,0.1420173348671854
Crossoptilon_crossoptilon,0.19217102420478888
Node141,0.41644989693691337
Catreus_wallichi,0.22770618959215053
Node142,0.4660968500758887
Lophura_bulweri,0.26057355202116483
Node143,0.6033605700445379
Node144,0.4912079578650224
Node145,0.37184692092855215
Lophura_erythrophthalma,0.2550759838909288
Node146,0.2680710187883859
Lophura_ignita,0.15005572502931463
Lophura_diardi,0.18639427314929816
Lophura_inornata,0.22948562198686495
Node147,0.5291371074894112
Node148,0.34713086384735053
Lophura_nycthemera,0.2072163664130995
Lophura_leucomelanos,0.2386436201733646
Node149,0.48533500221791476
Node150,0.30890549164541015
Lophura_edwardsi,0.19730929380743628
Lophura_hatinhensis,0.27538735757366095
Lophura_swinhoii,0.27535120207621516
Node151,0.25140456011390566
Chrysolophus_pictus,0.11218007306656376
Chrysolophus_amherstiae,0.14225890440847916
Node152,0.16174455061182155
Rhizothera_longirostris,0.09401791222998736
Pucrasia_macrolopha,0.0952360217086925
Node153,0.25873780785200834
Node154,0.27579923386783706
Node155,0.2884915727245404
Node156,0.3638759330144565
Node157,0.46243641045321615
Node158,0.39004363299695904
Node159,0.3610532389914553
Node160,0.23254791511838135
Tetrao_parvirostris,0.16728408339757023
Tetrao_urogallus,0.156751618357053
Node161,0.2748092150009543
Tetrao_tetrix,0.14076506713295514
Tetrao_mlokosiewiczi,0.1676280008239857
Node162,0.27143204838615526
Dendragapus_falcipennis,0.15513499241106837
Dendragapus_canadensis,0.13614787024709626
Node163,0.4539491267312344
Node164,0.3274602647007761
Dendragapus_obscurus,0.21195056602049306
Node165,0.327367842362372
Node166,0.25142494030260587
Tympanuchus_cupido,0.196259831071816
Tympanuchus_phasianellus,0.1631239853945698
Tympanuchus_pallidicinctus,0.22353265529532998
Node167,0.270016985967034
Centrocercus_urophasianus,0.1453748869427879
Centrocercus_minimus,0.17496423059273503
Node168,0.2562515249074959
Node169,0.1884333163434169
Lagopus_muta,0.09461207153544438
Lagopus_lagopus,0.09568338553433813
Lagopus_leucura,0.13716440390003362
Bonasa_umbellus,0.1380045017411434
Node170,0.15260827593301143
Bonasa_sewerzowi,0.0904999447302815
Bonasa_bonasia,0.09065658144370203
Meleagris_gallopavo,0.120104914513653
Ithaginis_cruentus,0.12581636143446778
Francolinus_nahani,0.07646898417784181
Node171,0.07684189849315236
Node172,0.07777342838636575
Node173,0.07453151504292409
Numida_meleagris,0.04862511693316865
Node174,0.05123920312080719
Guttera_pucherani,0.03134767768854643
Guttera_plumifera,0.03324699037223017
Agelastes_meleagrides,0.0478164477938899
Acryllium_vulturinum,0.0490586456198776
Node175,0.10897923494708767
Oreophasis_derbianus,0.07507850745874693
Node176,0.25394307891640866
Node177,0.3815620753288029
Node178,0.29791410810002866
Node179,0.3559919974096952
Node180,0.25918956191101467
Ortalis_leucogastra,0.15604274125062262
Ortalis_vetula,0.13905443974494713
Node181,0.37476847669832697
Node182,0.35070311718715586
Node183,0.34399905890846016
Ortalis_poliocephala,0.1747843642700523
Node184,0.2916922189681002
Node185,0.2616716040653076
Ortalis_garrula,0.16758480025469633
Ortalis_ruficauda,0.14957994126724763
Ortalis_guttata,0.17008286884080717
Ortalis_cinereiceps,0.23672742688779075
Ortalis_canicollis,0.23139727079752617
Ortalis_motmot,0.15193614478767448
Node186,0.3941567449581631
Node187,0.4418916712890547
Node188,0.4769717500457209
Crax_daubentoni,0.2801111788766697
Node189,0.4219082629789763
Node190,0.2987996375595356
Crax_alector,0.2085665225489737
Crax_fasciolata,0.20580549963961153
Node191,0.3062266296953987
Crax_globulosa,0.19179412822226755
Crax_blumenbachii,0.16904278850208054
Node192,0.31089517661149313
Crax_rubra,0.1755198548844199
Crax_alberti,0.16981069261110754
Node193,0.41446670064487035
Pauxi_pauxi,0.22023026570726958
Node194,0.45737020887181495
Nothocrax_urumutum,0.2387058609252579
Node195,0.4316202936950154
Node196,0.4608578141567103
Node197,0.3071278173627988
Pauxi_unicornis,0.1871106804768055
Mitu_tuberosum,0.17636252799703953
Mitu_salvini,0.2403772987425961
Node198,0.31607575272667243
Mitu_tomentosum,0.22530870675566417
Mitu_mitu,0.20720410962365782
Node199,0.29289018233264064
Node200,0.3689009019581719
Penelope_montagnii,0.20491001890744914
Node201,0.5840355782081423
Node202,0.49166543701740323
Node203,0.44933677366242214
Penelope_superciliaris,0.2630410879478743
Node204,0.3433449310232323
Penelope_argyrotis,0.23519184042366437
Node205,0.2582056477552594
Penelope_ochrogaster,0.18396676233268588
Penelope_obscura,0.146249019252147
Penelope_jacquacu,0.34530353459066404
Node206,0.5794668936963727
Penelope_purpurascens,0.2881546708312499
Node207,0.564313224659019
Node208,0.5924343434014544
Aburria_aburri,0.33817839671601807
Node209,0.607552744927247
Pipile_cujubi,0.26594693027656247
Node210,0.47455644384666246
Pipile_pipile,0.3237552789977695
Pipile_cumanensis,0.2738268414516377
Pipile_jacutinga,0.36924424181999427
Node211,0.2235476253665414
Node212,0.14061371872039938
Chamaepetes_unicolor,0.10623823892433687
Chamaepetes_goudotii,0.10010404803968763
Penelopina_nigra,0.12050232926457179
Node213,0.07528257538313461
Node214,0.10038488265748291
Node215,0.07006571826069857
Leipoa_ocellata,0.039247449435592635
Node216,0.05321499348960129
Node217,0.04472035941690578
Alectura_lathami,0.02365389825170087
Aepypodius_arfakianus,0.024434102147487046
Talegalla_fuscirostris,0.03907380589452459
Node218,0.08774620523410585
Node219,0.10774549674898781
Node220,0.13931567662085179
Node221,0.09093163737407911
Megapodius_pritchardii,0.06322555086658922
Megapodius_layardi,0.06485803303453412
Node222,0.1476232101852337
Megapodius_eremita,0.0765508432981983
Node223,0.1295061374288233
Node224,0.11035843375945185
Megapodius_affinis,0.06632426219819801
Megapodius_freycinet,0.07573128651866062
Megapodius_reinwardt,0.07809479220020593
Node225,0.08120444207726149
Megapodius_cumingii,0.05424915671530422
Megapodius_tenimberensis,0.046988711752139416
Eulipoa_wallacei,0.05561215278364381
Macrocephalon_maleo,0.04036846994972418
Node226,0.07715334000989306
Node227,0.03847545753530862
Anhima_cornuta,0.019036218146045773
Chauna_torquata,0.02056477317721156
Node228,0.06244551184349231
Anseranas_semipalmata,0.027764659835475308
Node229,0.08503980961480104
Node230,0.07501256219725516
Thalassornis_leuconotus,0.04153448405333995
Node231,0.07268827876798227
Node232,0.0981392510100457
Node233,0.07161051087253407
Dendrocygna_autumnalis,0.041762433033021455
Dendrocygna_arborea,0.041964529383852915
Node234,0.10383074996173695
Node235,0.07500192143586058
Dendrocygna_eytoni,0.05814217380988089
Node236,0.06002743254869184
Dendrocygna_bicolor,0.03550388750059856
Dendrocygna_javanica,0.04395582872275116
Node237,0.06229647655657244
Dendrocygna_guttata,0.048527816582549455
Dendrocygna_viduata,0.0380291349770468
Dendrocygna_arcuata,0.04430656414721305
Node238,0.1553221384568686
Node239,0.14981105422177582
Node240,0.17205046023301207
Node241,0.09768771206023477
Cereopsis_novaehollandiae,0.05847153022229779
Coscoroba_coscoroba,0.05543156463118117
Node242,0.250896074466455
Node243,0.29666278137751684
Node244,0.22389288272728536
Node245,0.23508070108035417
Branta_ruficollis,0.11906202669121638
Node246,0.25131145443297914
Node247,0.1756849510945605
Branta_canadensis,0.1458929811281276
Branta_sandvicensis,0.12475457765939318
Node248,0.2312712913972061
Branta_leucopsis,0.12475722437957483
Branta_hutchinsii,0.13251778124789673
Branta_bernicla,0.14063318066484304
Node249,0.32416173665893516
Node250,0.45911274426323684
Node251,0.32012425185267596
Chen_caerulescens,0.21845547514825303
Chen_rossii,0.2390939974548105
Node252,0.5396249577965736
Anser_albifrons,0.29148948985994877
Node253,0.6507597063266111
Anser_fabalis,0.3110535549089321
Node254,0.6155612611459498
Node255,0.6575158143555012
Node256,0.602724011528698
Anser_erythropus,0.3104881944748807
Node257,0.5076915567985403
Anser_cygnoides,0.3084551690638689
Anser_anser,0.32582287205961036
Anser_brachyrhynchus,0.35914840216350846
Anser_indicus,0.3538332751767453
Chen_canagica,0.18886780279012683
Node258,0.19970556272804393
Cygnus_melancoryphus,0.10085918177709949
Node259,0.17666483601689653
Node260,0.12485556774384864
Node261,0.0931608542202207
Cygnus_buccinator,0.07323151215101613
Cygnus_columbianus,0.06251468587044953
Cygnus_cygnus,0.0945594312400065
Node262,0.10992023497242334
Cygnus_olor,0.06295553562344568
Cygnus_atratus,0.06611695023037725
Malacorhynchus_membranaceus,0.062168190255404196
Node263,0.19666667170978944
Node264,0.1918574028483292
Node265,0.10359235883920384
Heteronetta_atricapilla,0.05387769344903103
Biziura_lobata,0.05105559235711647
Node266,0.171748068054077
Node267,0.10390885958443487
Nettapus_coromandelianus,0.05723293623416503
Nettapus_pulchellus,0.053590040230170215
Node268,0.16660523240159966
Node269,0.24774772510550377
Node270,0.5603145818821855
Node271,0.5768960354979032
Node272,0.43899101067288493
Node273,0.2938963457342682
Speculanas_specularis,0.2010033245282223
Amazonetta_brasiliensis,0.1534992550278229
Node274,0.4270798587557043
Lophonetta_specularioides,0.2638841966202572
Node275,0.39542328099473256
Node276,0.3301133351695403
Tachyeres_leucocephalus,0.22075495953199875
Tachyeres_patachonicus,0.2257025055542147
Node277,0.34316952417110536
Tachyeres_brachypterus,0.225513189015965
Tachyeres_pteneres,0.24437655020223445
Node278,0.8370968349943383
Node279,0.9014278332703658
Node280,0.5648259702023893
Node281,0.38136249217647483
Anas_strepera,0.23029365931575432
Anas_falcata,0.27533206600336885
Node282,0.4615068463916678
Node283,0.36536892589171105
Anas_americana,0.20942192698050777
Anas_sibilatrix,0.24050335561618236
Anas_penelope,0.26533060696890637
Node284,0.9526903347576243
Node285,0.8918064804496323
Anas_sparsa,0.5388218217025796
Node286,1.4721539895180678
Node287,1.1372541123960933
Node288,0.7810152985006985
Anas_undulata,0.551389274730986
Anas_superciliosa,0.6021134236076585
Anas_melleri,0.734320327403438
Node289,1.7465927091357645
Node290,2.4322124259419597
Node291,1.4912563438006643
Anas_fulvigula,0.8116446971283899
Anas_rubripes,1.005651822992626
Node292,1.953510639925688
Node293,1.689694889195963
Anas_poecilorhyncha,1.0186507969312275
Anas_platyrhynchos,1.2028835657445958
Anas_luzonica,1.2856854593625935
Anas_laysanensis,1.3177303698491443
Node294,1.0577629812569826
Node295,0.6356993735483251
Anas_flavirostris,0.289172535240928
Anas_crecca,0.29394537021004646
Node296,1.0148912417157532
Node297,0.8991606050134759
Node298,0.6063345416657223
Anas_bernieri,0.31528200054683225
Node299,0.5492882076894985
Node300,0.5919286379509089
Anas_aucklandica,0.3841350251907731
Anas_nesiotis,0.33562348843754247
Anas_chlorotis,0.3247443802766579
Node301,0.5033653608150522
Anas_gracilis,0.2955505072370174
Anas_castanea,0.3185146879650565
Node302,0.6501240136076512
Node303,0.6682575447874436
Node304,0.48254192412223706
Node305,0.4151847837236746
Anas_georgica,0.2866093726094031
Anas_acuta,0.2146540739580308
Anas_bahamensis,0.33915937050087486
Anas_erythrorhyncha,0.3234513410658466
Anas_capensis,0.36139310127932694
Node306,0.5918763519596835
Node307,0.5962270948125002
Node308,0.43168801083708896
Node309,0.24581742776359525
Anas_puna,0.16608880362153913
Anas_versicolor,0.14793529211149373
Anas_hottentota,0.25354327268597104
Node310,0.5445699673252735
Anas_querquedula,0.2555860273806233
Node311,0.5968554672929277
Node312,0.8173615611207812
Node313,0.8179414943886227
Anas_smithii,0.5465281985522021
Node314,0.6403796242768341
Anas_rhynchotis,0.49404790207615157
Anas_clypeata,0.4080963906143018
Node315,0.6180806556929647
Anas_cyanoptera,0.357975198190577
Anas_discors,0.46250933608271533
Anas_platalea,0.42316384133940504
Anas_formosa,0.24137895740110774
Node316,0.6508300781069294
Node317,0.4786875327423629
Node318,0.35300066256028373
Node319,0.35993609529408066
Node320,0.2166344338739676
Pteronetta_hartlaubii,0.12119922820050122
Cyanochen_cyanoptera,0.11508239492253654
Node321,0.30124349787892696
Marmaronetta_angustirostris,0.20162342441226663
Node322,0.2997462017523352
Cairina_scutulata,0.17027543865534395
Node323,0.4050528764996169
Netta_rufina,0.2093623208413964
Node324,0.5489712711544613
Netta_peposaca,0.25533438353419885
Node325,0.8048350546930304
Node326,0.5041961078860917
Aythya_nyroca,0.3370839206027429
Aythya_australis,0.30679085030673775
Node327,1.0470936098043713
Node328,0.907710125087812
Node329,0.6245002926083691
Aythya_ferina,0.3812013902898966
Aythya_valisineria,0.3447875722443037
Node330,0.6744292105954189
Aythya_americana,0.35679359521379445
Aythya_collaris,0.34371690998363297
Node331,0.7457511453267085
Aythya_fuligula,0.43278743004871073
Node332,0.649002440320894
Aythya_affinis,0.4316725511378125
Aythya_marila,0.30241173369121177
Node333,0.2225451185266842
Hymenolaimus_malacorhynchos,0.12620264871874365
Sarkidiornis_melanotos,0.11557737411097582
Chenonetta_jubata,0.20016852942908614
Node334,0.6899145190636675
Node335,0.5573867715796778
Node336,0.3108397430882791
Cairina_moschata,0.15985140987949706
Node337,0.19049701060835292
Aix_galericulata,0.12867221859640443
Aix_sponsa,0.11810216939919492
Node338,0.46696983782978774
Node339,0.3109324961198627
Node340,0.19667229770047573
Chloephaga_melanoptera,0.12288896935742416
Neochen_jubata,0.13513959652008548
Node341,0.18140501804164008
Chloephaga_picta,0.13270064376195767
Chloephaga_poliocephala,0.13724227939639988
Node342,0.3598286081318317
Tadorna_radjah,0.18613516748869352
Node343,0.33463134473034
Node344,0.3546408850596903
Tadorna_tadorna,0.15974997652913964
Node345,0.3424837149300274
Node346,0.27400799184027314
Tadorna_ferruginea,0.2038884479440332
Tadorna_cana,0.16157062800769934
Node347,0.276036394664853
Tadorna_variegata,0.1771861632594081
Tadorna_tadornoides,0.1965217903418591
Alopochen_aegyptiaca,0.15613445823741465
Node348,0.4694812743434404
Node349,0.39553850190524437
Clangula_hyemalis,0.1761125857871403
Node350,0.3817002901928546
Node351,0.2977014792186733
Node352,0.23096804804239912
Node353,0.1712430912888237
Somateria_spectabilis,0.11416593660951985
Somateria_mollissima,0.1263208213542238
Somateria_fischeri,0.14651138683247872
Polysticta_stelleri,0.16092669806347573
Node354,0.4318692169221085
Node355,0.3996532478975329
Node356,0.21819362855555924
Node357,0.17471705734168122
Melanitta_perspicillata,0.105224915653187
Melanitta_fusca,0.10323382465635529
Melanitta_nigra,0.1442941747616856
Node358,0.40129847507544564
Node359,0.27847139326766635
Node360,0.16042424090631405
Bucephala_islandica,0.11579288184280498
Bucephala_clangula,0.13498403032580034
Bucephala_albeola,0.13942389280762607
Node361,0.33990614472720265
Node362,0.20200551050756618
Lophodytes_cucullatus,0.13843268153182575
Mergellus_albellus,0.13599594881289112
Node363,0.22330557260622586
Mergus_squamatus,0.13471352735389808
Node364,0.15407445097592887
Mergus_merganser,0.11769783645096306
Mergus_serrator,0.14080262362980459
Histrionicus_histrionicus,0.19182112827109274
Callonetta_leucophrys,0.20742859033961
Merganetta_armata,0.12755258474615275
Stictonetta_naevosa,0.08800056362471455
Node365,0.13900409058066826
Node366,0.15551955870812878
Node367,0.1271374747206745
Oxyura_jamaicensis,0.07123150549683552
Oxyura_vittata,0.07912752971847865
Node368,0.16788389713105403
Oxyura_australis,0.09929168621251251
Node369,0.13395423313759494
Oxyura_maccoa,0.08711963524333716
Oxyura_leucocephala,0.07321239073763315
Nomonyx_dominicus,0.0821418664649091
Node370,0.15165342670666393
Node371,0.24490094356805517
Node372,0.1675093362463653
Node373,0.059154870787802835
Eurypyga_helias,0.02596608612462176
Rhynochetos_jubatus,0.032116402388410195
Node374,0.14188500239529978
Node375,0.07606581618955503
Node376,0.05363564067087307
Nyctibius_bracteatus,0.03320118242038202
Node377,0.048426754801718125
Node378,0.043808212260478645
Node379,0.03965747600116947
Nyctibius_jamaicensis,0.021376634285981
Nyctibius_griseus,0.019398629077984782
Node380,0.03496226626041184
Nyctibius_leucopterus,0.021652914076612097
Nyctibius_maculosus,0.023691975282090622
Node381,0.029610229538584325
Nyctibius_aethereus,0.017691336723460408
Nyctibius_grandis,0.017355083817630696
Steatornis_caripensis,0.027417370747671786
Node382,0.14206402637024387
Node383,0.07631953166052095
Node384,0.04161780664727141
Node385,0.038313750275071695
Eurostopodus_mystacalis,0.023398568445717832
Eurostopodus_argus,0.020677316514078357
Eurostopodus_papuensis,0.024015217944214188
Node386,0.0789803647332987
Node387,0.08260777835543448
Eurostopodus_macrotis,0.03908874044837993
Node388,0.13191481359011953
Node389,0.15051591686412796
Node390,0.09949320160760038
Node391,0.07480365734422222
Chordeiles_minor,0.03977456388482063
Node392,0.05540748142445912
Chordeiles_acutipennis,0.029039900249253063
Chordeiles_rupestris,0.04119694275675548
Node393,0.05683546943404768
Chordeiles_pusillus,0.037181222193641804
Podager_nacunda,0.044861258925402867
Node394,0.17344547786499726
Node395,0.16163345079870436
Node396,0.16775512539955684
Node397,0.1694105718140245
Node398,0.16216943776519085
Node399,0.14847153763332613
Node400,0.09540687011360346
Caprimulgus_climacurus,0.06709251612627909
Caprimulgus_fossii,0.05736327443060973
Node401,0.13310906748211396
Caprimulgus_fraenatus,0.07145529031021079
Node402,0.10153428160923268
Caprimulgus_europaeus,0.06368133499854742
Caprimulgus_rufigena,0.05039844422091561
Node403,0.1057472636135601
Macrodipteryx_vexillarius,0.07161695804377184
Macrodipteryx_longipennis,0.0540255126481023
Caprimulgus_inornatus,0.0815918193642858
Node404,0.11556725911011763
Caprimulgus_indicus,0.06678922638790835
Node405,0.07978580456987791
Caprimulgus_batesi,0.04310942451463565
Caprimulgus_manillensis,0.04718974713448459
Node406,0.0884862546767933
Caprimulgus_madagascariensis,0.05086119189423397
Caprimulgus_macrurus,0.04985248568971283
Node407,0.11340936081146318
Node408,0.08459930737959115
Node409,0.07841199462310167
Caprimulgus_poliocephalus,0.04565960465663976
Caprimulgus_pectoralis,0.06275766835628029
Caprimulgus_nigriscapularis,0.05718526203838723
Node410,0.07511008466602268
Caprimulgus_aegyptius,0.048209967499722374
Caprimulgus_affinis,0.051605996765783736
Node411,0.15898257274168862
Node412,0.1381119045659692
Node413,0.08673845898932095
Lurocalis_semitorquatus,0.047394708886483984
Lurocalis_rufiventris,0.040111105920208515
Node414,0.139154269821698
Nyctiprogne_leucopyga,0.06761541744997894
Node415,0.140087712680007
Node416,0.09557792072149215
Caprimulgus_nigrescens,0.05300480771376535
Node417,0.06159567580788674
Caprimulgus_anthonyi,0.03597800446889091
Nyctidromus_albicollis,0.03756036913531967
Node418,0.1697327393484264
Node419,0.09963871926637617
Uropsalis_lyra,0.05797639763045656
Uropsalis_segmentata,0.0628981039462625
Node420,0.17036770096133966
Node421,0.12101915126646935
Node422,0.07390549814894537
Caprimulgus_longirostris,0.04235479807346861
Caprimulgus_parvulus,0.044842260973231164
Caprimulgus_whitelyi,0.0661434852508336
Node423,0.15343508479908277
Node424,0.13641422181275326
Node425,0.10779104113182436
Node426,0.08656374540712572
Hydropsalis_climacocerca,0.040980361676924884
Hydropsalis_torquata,0.04522165992762563
